index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
51,5,290,조명이 켜져 있고 블라인드가 열려 있으며 움직임이 감지되면 조명을 끄고 블라인드를 닫아 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"" and (#Blind).blind_blind == \""open\"") {\n  wait until ((#MotionSensor).motionSensor_motion == \""active\"")\n  (#Light).switch_off()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"" and (#Blind).blind_blind == \""open\"") {\n  wait until ((#MotionSensor).motionSensor_motion == \""active\"")\n  (#Light).switch_off()\n  (#Blind).blind_close()\n}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (((#Light).switch_switch == 'on') and ((#Blind).blind_blind == 'open') and ((#MotionSensor).motionSensor_motion == 'active')) {\n(#Light).switch_off()\n(#Blind).blind_close()\n}""}","If the lights are on, the blinds are open, and motion is detected, turn off the lights and close the blinds."
49,5,288,조명이 켜져 있고 창문이 닫혀 있으면 커튼을 열고 환풍기를 꺼 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""on\"") and ((#Window).windowControl_window == \""closed\"")) {\n  (#Curtain).curtain_open()\n  (#Fan).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"" and (#Window).windowControl_window == \""closed\"") {\n (#Curtain).curtain_open()\n (#Fan).switch_off()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#Light).switch_switch == 'on') and ((#Window).windowControl_window == 'closed')) {\n(#Curtain).curtain_open()\n(#Fan).switch_off()\n}""}","If the lights are on and the windows are closed, open the curtains and turn off the fan."
87,4,330,조명이 켜져 있으면 3초 대기 후 조명을 껐다가 3초 뒤 다시 켜 줘.,,,"{""name"": ""Scenario7"", ""cron"": """", ""period"": -1, ""code"": ""
if ((#Light).switch_switch == \""on\"") {\n
  (#Clock).clock_delay(3000)\n
  (#Light).switch_off()\n
  (#Clock).clock_delay(3000)\n
  (#Light).switch_on()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
if ((#Light).switch_switch == \""on\"") {\n
 (#Clock).clock_delay(3000)\n
 (#Light).switch_off()\n
 (#Clock).clock_delay(3000)\n
 (#Light).switch_on()\n
}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Light).switch_switch == 'on') {\n(#Clock).clock_delay(3000)\n(#Light).switch_off()\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\n}""}","If the light is on, wait 3 seconds, turn off the light, and then turn it back on after 3 seconds."
128,8,399,"상단부에 있는 조명이 모두 꺼져 있으면, 홀수 태그가 붙은 모든 창문을 열어 줘.","{
  ""SectorA_Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Upper_Right"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Light""]
  },
  ""SectorC_Light_Upper_Center"": {
  ""category"": ""Light"",
  ""tags"": [""SectorC"", ""Upper"", ""Center"", ""Light""]
  },
  ""SectorA_Light_Upper"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Light""]
  },
  ""SectorA_Window_Odd_Left"": {
  ""category"": ""Window"",
  ""tags"": [""SectorA"", ""Odd"", ""Left"", ""Window""]
  },
  ""SectorB_Window_Odd_Right"": {
  ""category"": ""Window"",
  ""tags"": [""SectorB"", ""Odd"", ""Right"", ""Window""]
  },
  ""SectorC_Window_Odd_Center"": {
  ""category"": ""Window"",
  ""tags"": [""SectorC"", ""Odd"", ""Center"", ""Window""]
  },
  ""SectorA_Window_Odd"": {
  ""category"": ""Window"",
  ""tags"": [""SectorA"", ""Odd"", ""Window""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Upper #Light).switch_switch == \""off\"") {\n  all(#Odd #Window).windowControl_open()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Light #Top).switch_switch == \""off\"") {\n all(#Window #Odd).windowControl_open()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (all(#Upper #Light).switch_switch == 'off') {\n    all(#Odd #Window).windowControl_open()\n}""}","If all the lights at the top are off, open all the windows tagged with odd numbers."
33,2,168,존재 감지 센서가 감지 상태이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#PresenceSensor).presenceSensor_presence == 'present') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if a presence sensor is detected.
79,6,322,주말 오후 10시부터 11시까지 3분마다 블라인드를 닫아 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 180000, ""code"": ""if ((#Clock).clock_hour == 22) {\n  (#Blind).blind_close()\n} else {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 180000, ""code"": ""
 if (((#Clock).clock_hour >= 22) and ((#Clock).clock_hour < 23)) {
 (#Blind).blind_close()
 } else {
 break
 }
 ""}","{'name': 'Scenario1', 'cron': '0 22 * * 0,6', 'period': 180000, 'code': 'if ((#Clock).clock_hour == 23) {\n    break\n}\n(#Blind).blind_close()'}",Close the blinds every 3 minutes from 10pm to 11pm on weekends.
62,6,303,주말 오후 10시부터 11시까지 3초마다 물을 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 3000, ""code"": ""if ((#Clock).clock_hour < 23) {\n  (#Irrigator).irrigatorOperatingState_startWatering()\n} else {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * 6,0"", ""period"": 3000, ""code"": ""
 if (((#Clock).clock_hour >= 22) and ((#Clock).clock_hour < 23)) {
 (#Irrigator).irrigatorOperatingState_startWatering()
 } else {
 break
 }
 ""}","{'name': 'Scenario1', 'cron': '0 22 * * 0,6', 'period': 3000, 'code': 'if ((#Clock).clock_hour == 23) {\n    break\n}\n(#Dehumidifier).switch_on()'}",Water every 3 seconds from 10pm to 11pm on weekends.
111,6,368,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.",,,"{""name"": ""Scenario1"", ""cron"": ""* * * * 6,0"", ""period"": 5000, ""code"": ""
if ((#Pump).switch_switch == \""off\"") {
(#Pump).switch_on()
} else {
(#Pump).switch_off()
}
(#Fan).fanControl_setFanSpeed(10)
""}","{""name"": ""Scenario1"",
  ""cron"": ""* * * * 6,0"",
  ""period"": 5000,
  ""code"": ""
pumpOn := false\n
if ((#Pump).switch_switch == \""off\"") {\n
  (#Pump).switch_on()\n
  pumpOn = true\n
} 
else if ((#Pump).switch_switch == \""on\"") {\n
  (#Pump).switch_off()\n
  pumpOn = false\n
}\n
(#Fan).fanControl_setFanSpeed(10)""
}","{'name': 'Scenario', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': ""
weekday = (#Clock).clock_weekday\n
if ((weekday != 'saturday') and (weekday != 'sunday')) {\n
    break\n
}\n
if ((#Pump).switch_switch == 'off') {\n
    (#Pump).switch_on()\n
} else if ((#Pump).switch_switch == 'on') {\n
    (#Pump).switch_off()\n
}\n
(#Fan).fanControl_setFanSpeed(10)""}","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10."
148,4,437,주말에는 관개 장치가 꺼지면 관개 장치를 꺼 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 0, ""code"": ""
wait until((#Irrigator).switch_switch == \""off\"")\n
(#Irrigator).switch_off()""}","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": -1, ""code"": ""
if ((#Irrigator).switch_switch == \""off\"") {\n
  (#Irrigator).switch_off()\n
}""}","{'name': 'Scenario', 'cron': '0 0 * * 0,6', 'period': 0, 'code': ""wait until((#Irrigator).switch_switch == 'off')\n(#Irrigator).switch_off()""}","On weekends, turn off the irrigation when it turns off."
161,9,450,"주소록에서 나를 제외한 모든 사람에게 이메일로 내 생일을 알려주는 내용으로 메일을 보내줘. 제목은 ""생일 알림"", 내용은 ""제 생일은 ~입니다""로 보내줘.",,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""BirthdayNotification"", ""cron"": """", ""period"": -1, ""code"": ""
(#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"", \""생일 알림\"", \""내 생일은 1991-03-03입니다\"")\n
(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""생일 알림\"", \""내 생일은 1991-03-03입니다\"")\n
(#EmailProvider).emailProvider_sendMail(\""jangbogo@naver.com\"", \""생일 알림\"", \""내 생일은 1991-03-03입니다\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
 emailSubject = \""생일 알림\""
 emailContent = \""제 생일은 1991-03-03입니다\""
 (#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"", emailSubject, emailContent)
 (#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", emailSubject, emailContent)
 (#EmailProvider).emailProvider_sendMail(\""jangbogo@naver.com\"", emailSubject, emailContent)
 ""}","{'name': 'SendBirthdayEmail', 'cron': '', 'period': -1, 'code': ""(#EmailProvider).emailProvider_sendMail('010-9999-8888','생일 알림','제 생일은 1991-03-03입니다')\n(#EmailProvider).emailProvider_sendMail('010-7777-6666','생일 알림','제 생일은 1991-03-03입니다')\n(#EmailProvider).emailProvider_sendMail('010-2222-3333','생일 알림','제 생일은 1991-03-03입니다')""}",Send an email to everyone in the contact list except myself to notify them of my birthday.
20,2,82,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_time == 1515) {\n    (#Alarm).alarm_siren()\n}'}","If it's 3:15pm, blare the siren on the alarm."
127,8,398,상단부에 있는 짝수 태그가 붙은 창문이 열려 있으면 커튼을 닫아 줘.,"{
  ""GreenhouseA_Window_Top_2"": {
  ""category"": ""Window"",
  ""tags"": [""GreenhouseA"", ""Upper"", ""Even"", ""Window""]
  },
  ""GreenhouseA_Window_Top_4"": {
  ""category"": ""Window"",
  ""tags"": [""GreenhouseA"", ""Upper"", ""Even"", ""Window""]
  },
  ""ZoneB_Window_Upper_Left"": {
  ""category"": ""Window"",
  ""tags"": [""ZoneB"", ""Upper"", ""Even"", ""Left"", ""Window""]
  },
  ""ZoneB_Window_Upper_Right"": {
  ""category"": ""Window"",
  ""tags"": [""ZoneB"", ""Upper"", ""Odd"", ""Right"", ""Window""]
  },
  ""Sector1_Curtain_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""Sector1"", ""Curtain"", ""Left""]
  },
  ""Sector1_Curtain_Right"": {
  ""category"": ""Curtain"",
  ""tags"": [""Sector1"", ""Curtain"", ""Right""]
  },
  ""ZoneC_Curtain_Main"": {
  ""category"": ""Curtain"",
  ""tags"": [""ZoneC"", ""Curtain""]
  },
  ""GreenhouseA_Curtain_Back"": {
  ""category"": ""Curtain"",
  ""tags"": [""GreenhouseA"", ""Curtain"", ""Back""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Upper #Even #Window).windowControl_window == \""open\"") {\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window #Even).windowControl_window == \""open\"") {\n (#Curtain).curtain_close()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Upper #Even #Window).windowControl_window == 'open') {\n    (#Curtain).curtain_close()\n}""}","If the even-tagged windows at the top are open, close the curtains."
126,8,397,섹터 비에 있는 홀수 태그가 붙은 관개 장치를 모두 꺼 줘.,"{
  ""Greenhouse_Irrigator_1"": {
  ""category"": ""Irrigator"",
  ""tags"": [""SectorA"", ""Lower"", ""Odd"", ""Irrigator""]
  },
  ""Greenhouse_Irrigator_2"": {
  ""category"": ""Irrigator"",
  ""tags"": [""SectorA"", ""Lower"", ""Even"", ""Irrigator""]
  },
  ""ZoneB_Irrigator_Upper_Left"": {
  ""category"": ""Irrigator"",
  ""tags"": [""SectorB"", ""Upper"", ""Odd"", ""Irrigator""]
  },
  ""ZoneB_Irrigator_Upper_Right"": {
  ""category"": ""Irrigator"",
  ""tags"": [""SectorB"", ""Upper"", ""Even"", ""Irrigator""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#SectorB #Odd #Irrigator).switch_off()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Irrigator #SectorB #Odd).switch_off()""}","{'name': 'Turn off odd tagged irrigators in SectorB', 'cron': '', 'period': -1, 'code': 'all(#SectorB #Odd #Irrigator).switch_off()'}",Turn off all odd-tagged irrigator in the sector B.
160,3,449,창문이 닫혀있다가 열리면 알림을 울려줘.,,,"{""name"": ""WindowIsClosedThenOpens"",  ""cron"": """",  ""period"": -1, ""code"": ""
if ((#Window).windowControl_window == \""closed\"") {\n
  wait until((#Window).windowControl_window == \""open\"")\n
  (#Alarm).alarm_siren()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
wait until ((#Window).windowControl_window == ""closed"")
wait until ((#Window).windowControl_window == ""open"")
(#Alarm).alarm_siren()
""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""
wait until((#Window).windowControl_window == 'closed')\n
wait until((#Window).windowControl_window == 'open')\n
(#Alarm).alarm_siren()""}","If the window is closed, then sound the alarm when it opens."
82,3,325,창문이 열려 있고 온도가 35도 이상이면 10초 대기 후 블라인드를 내려 줘.,,,"{""name"": ""Scenario2"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)) {\n  (#Clock).clock_delay(10000)\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"" and (#TemperatureSensor).temperatureMeasurement_temperature >= 35.0) {\n (#Clock).clock_delay(10000)\n (#Blind).blind_close()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (((#Window).windowControl_window == 'open') and ((#TemperatureSensor).temperatureMeasurement_temperature >= 35)) {\n(#Clock).clock_delay(10000)\n(#Blind).blind_close()\n}""}","If a window is open and the temperature is above 35 degrees, wait 10 seconds before lowering the blinds."
54,5,294,창문이 열려 있고 조명이 꺼져 있으며 커튼이 닫혀 있으면 조명을 켜고 커튼을 열어 줘. 또한 관수기가 꺼져 있고 토양 수분이 40% 이하이면 관수기로 물을 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Window).windowControl_window == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#Curtain).curtain_curtain == \""closed\"")) {\n  (#Light).switch_on()\n  (#Curtain).curtain_open()\n}\n

if (((#Irrigator).switch_switch == \""off\"") and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0)) {\n  (#Irrigator).irrigatorOperatingState_startWatering()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Window).windowControl_window == ""open"" and (#Light).switch_switch == ""off"" and (#Curtain).curtain_curtain == ""closed"") {\n (#Light).switch_on()\n (#Curtain).curtain_open()\n}\nif ((#Irrigator).switch_switch == ""off"" and (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40.0) {\n (#Irrigator).irrigatorOperatingState_startWatering()\n}'}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#Window).windowControl_window == 'open') and ((#Light).switch_switch == 'off') and ((#Curtain).curtain_curtain == 'closed')) {\n    (#Light).switch_on()\n    (#Curtain).curtain_open()\n}\nif (((#Irrigator).switch_switch == 'off') and ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 40)) {\n    (#Irrigator).switch_on()\n}""}","If the window is open, the lights are off, and the curtains are closed, then turn on the lights and open the curtains. Also, if the irrigation system is off and the soil moisture is 40% or lower, water the plants using the irrigation system."
86,4,329,"창문이 열려 있으면 5초 후 커튼을 닫고, 10초 더 지난 뒤 블라인드를 닫아 줘.",,,"{""name"": ""Scenario6"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n  (#Clock).clock_delay(5000)\n  (#Curtain).curtain_close()\n  (#Clock).clock_delay(10000)\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n (#Clock).clock_delay(5000)\n (#Curtain).curtain_close()\n (#Clock).clock_delay(10000)\n (#Blind).blind_close()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Window).windowControl_window == 'open') {\n    (#Clock).clock_delay(5000)\n    (#Curtain).curtain_close()\n    (#Clock).clock_delay(10000)\n    (#Blind).blind_close()\n}""}","If the window is open, close the curtains after 5 seconds, and close the blinds after another 10 seconds."
71,4,314,창문이 열리면 알람의 사이렌을 울려 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Window).windowControl_window == \""open\"")\n(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#Window).windowControl_window == \""open\"")\n(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until ((#Window).windowControl_window == 'open')\n(#Alarm).alarm_siren()""}",Sound the alarm's siren when the window opens.
41,3,269,창문이 열린 상태이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Window).windowControl_window == 'open') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if a window is open.
169,4,458,창문이 열린 후 5초 내에 조명이 켜져 있으면 조명을 켜 줘.,,,"{""name"": ""WindowOpenThenLight"",
  ""cron"": """", ""period"": -1, ""code"": ""
wait until((#Window).windowControl_window == \""open\"")\n
(#Clock).clock_delay(5000)\n
if ((#Light).switch_switch == \""on\"") {\n
 (#Light).switch_on()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": 
wait until ((#Window).windowControl_window == ""open"")
startTime = (#Clock).clock_timestamp
wait until (((#Clock).clock_timestamp - startTime) <= 5 and (#Light).switch_switch == ""on"")
(#Light).switch_on()","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""phase := false\nif (phase == false) {\n    wait until((#Window).windowControl_window == 'open')\n    init_time := 0\n    phase = true\n} else {\n    init_time = init_time + 100\n    if (init_time <= 5000) {\n        if ((#Light).switch_switch == 'on') {\n            (#Light).switch_on()\n            break\n        }\n    } else {\n        break\n    }\n}""}","If the window is opened and the light is on within 5 seconds, turn on the light."
19,1,69,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,"{ 'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10,2)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10,2)""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(10,2)'}",Take a time-lapse video with the camera at speed 2 for 10 seconds.
91,3,334,커튼이 3번 열렸다 닫히면 조명을 꺼 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
openCount := 0\n
 wait until ((#Curtain).curtain_curtain == \""open\"")\n
 wait until ((#Curtain).curtain_curtain == \""closed\"")\n
 openCount = openCount + 1\n
 if (openCount == 3) {\n
   (#Light).switch_off()\n
 }""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
count := 0
lastStateOpen := false
if ((#Curtain).curtain_curtain == ""open"") {
if (lastStateOpen == false) {
  count = count + 1
  lastStateOpen = true
}
} else {
  lastStateOpen = false
}
if (count >= 3) {
  (#Light).switch_off()
  count = 0
}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""curtain_count := 0\nprev_curtain_state := (#Curtain).curtain_curtain\ncurtain_state = (#Curtain).curtain_curtain\nif ((prev_curtain_state == 'open') and (curtain_state == 'closed')) {\n    curtain_count = curtain_count + 1\n}\nprev_curtain_state = curtain_state\nif (curtain_count >= 3) {\n    (#Light).switch_off()\n    break\n}""}",Turn off the light when the curtain opens and closes 3 times.
139,4,413,"커튼이 열린 상태라면 2초 뒤 조명을 50으로 낮추고, 다시 4초 기다려서 꺼 줘.",,,"{""name"": ""Scenario10"", ""cron"": """", ""period"": -1, ""code"": ""
if ((#Curtain).curtain_curtain == \""open\"") {\n
  (#Clock).clock_delay(2000)\n
  (#Light).switchLevel_setLevel(50, 0)\n
  (#Clock).clock_delay(4000)\n
  (#Light).switch_off()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
if ((#Curtain).curtain_curtain == \""open\"") {\n
 (#Clock).clock_delay(2000)\n
 (#Light).switchLevel_setLevel(50, 0)\n
 (#Clock).clock_delay(4000)\n
 (#Light).switch_off()\n
}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Curtain).curtain_curtain == 'open') {\n    (#Clock).clock_delay(2000)\n    (#Light).switchLevel_setLevel(50,0)\n    (#Clock).clock_delay(4000)\n    (#Light).switch_off()\n}""}","If the curtains are open, turn the lights down to 50 after 2 seconds, then wait another 4 seconds to turn them off."
44,1,278,테스트 타이머라는 이름의 60초 길이의 타이머를 추가해줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_add(\""테스트 타이머\"", 60)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Timer).timer_add(\""테스트 타이머\"", 60.0)""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Timer).timer_add('테스트 타이머', 60)""}",Add a 60-second timer named Test Timer.
90,3,333,토양 수분이 20% 이상이었다가 이하가 되면 관개 장치로 물을 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
if((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0)\n{
  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20.0)\n
}
(#Irrigator).irrigatorOperatingState_startWatering()""
}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
phase := false
if (phase == false) {
wait until ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0)
wait until ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 20.0)
phase = true
} else {
(#Irrigator).irrigatorOperatingState_startWatering()
}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '
wait until ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20) 
wait until ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20) 
(#Irrigator).switch_on()'}","When the soil moisture drops from 20% or higher to below 20%, water the plants using the irrigation system."
45,5,284,토양 수분이 30% 이하이고 조명이 꺼져 있으면 관개 장치를 작동시키고 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) and ((#Light).switch_switch == \""off\"")) {\n  (#Irrigator).irrigatorOperatingState_startWatering()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30.0) and ((#Light).switch_switch == \""off\"")) {\n (#Irrigator).irrigatorOperatingState_startWatering()\n (#Light).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30) and ((#Light).switch_switch == 'off')) {\n(#Irrigator).switch_on()\n(#Light).switch_on()\n}""}","If the soil moisture is below 30% and the lights are off, turn on the irrigator and the light."
